sequenceID,
H204820685,1_NGS91
H210161351,1_NGS91
H210180794,1_NGS91
H210180795,1_NGS91
H210220700,1_NGS91
H210220787,1_NGS91
H210220788,1_NGS91
H210240111,1_NGS91
H210240113,1_NGS91
H210241030,1_NGS91
H210280185,1_NGS91
H210280208,1_NGS91
H210281395,1_NGS91
H210281396,1_NGS91
H210281397,1_NGS91
H210281398,1_NGS91
H210281399,1_NGS91
H210300532,1_NGS91
H210300533,1_NGS91
H210300549,1_NGS91
H210300550,1_NGS91
H210300551,1_NGS91
H210341088,1_NGS91
H210360996,1_NGS91
H210360997,1_NGS91
H210360998,1_NGS91
H210360999,1_NGS91
H210361033,1_NGS91
H210380210,1_NGS91
H210380784,1_NGS91
H210380785,1_NGS91
H210380825,1_NGS91
H210400331,1_NGS91
H210400388,1_NGS91
H210400421,1_NGS91
H210400512,1_NGS91
H210420137,1_genomancer_NGS91
H210420662,1_NGS91
H210420664,1_NGS91
H205140999,1_NGS92
H210440756,1_NGS92
H210460580,1_NGS92
H210480169,1_NGS92
H210480859,1_NGS92
H210480865,1_NGS92
H210480866,1_NGS92
H210480867,1_NGS92
H210480868,1_NGS92
H210480869,1_NGS92
H210480870,1_NGS92
H210500285,1_NGS92
H210500364,1_NGS92
H210500432,1_NGS92
H210520483,1_NGS92
H210520554,1_NGS92
H210520555,1_NGS92
H210520556,1_NGS92
H210520557,1_NGS92
H210520558,1_NGS92
H210540062,1_NGS92
H210540115,1_NGS92
H210540116,1_NGS92
H210540575,1_NGS92
H210540581,1_NGS92
H210560613,1_NGS92
H210560614,1_NGS92
H210560615,1_NGS92
H210560616,1_NGS92
H210560748,1_NGS92
H210580669,1_NGS92
H210580670,1_NGS92
H210580671,1_NGS92
H210580672,1_NGS92
H210580673,1_NGS92
H210580674,1_NGS92
H210580675,1_NGS92
H210580676,1_NGS92
H210600302,1_NGS92
H210600303,1_NGS92
H210600362,1_NGS92
H210640639,1_NGS92
H210660797,1_NGS92
H210660798,1_NGS92
H210660799,1_NGS92
H210680422,1_NGS92
H210680671,1_NGS92
H210680672,1_NGS92
H210680673,1_NGS92
H210680674,1_NGS92
H181680611,1_NGS93
H181840510,1_NGS93
H181980646,1_NGS93
H182280647,1_NGS93
H190460326,1_NGS93
H190560313,1_NGS93
H190560446,1_NGS93
H190680138,1_NGS93
H190680139,1_NGS93
H190780665,1_NGS93
H190880323,1_NGS93
H190880324,1_NGS93
H191060366,1_NGS93
H191060367,1_NGS93
H191060369,1_NGS93
H191160037,1_NGS93
H191480033,1_NGS93
H191480035,1_NGS93
H191760555,1_NGS93
H191760557,1_NGS93
H191760560,1_NGS93
H191760561,1_NGS93
H191880052,1_NGS93
H192280401,1_NGS93
H192280402,1_NGS93
H210680187,1_NGS93
H210680246,1_NGS93
H210700031,1_NGS93
H210720534,1_NGS93
H210720535,1_NGS93
H210720656,1_NGS93
H210760105,1_NGS93
H210760109,1_NGS93
H210760525,1_NGS93
H210760526,1_NGS93
H210760528,1_NGS93
H210780309,1_NGS93
H210780571,1_NGS93
H210780572,1_NGS93
H210781076,1_NGS93
H210781077,1_NGS93
H210781078,1_NGS93
H210781079,1_NGS93
H210781080,1_NGS93
H210781081,1_NGS93
H210781082,1_NGS93
H210800368,1_NGS93
H210800427,1_NGS93
H210820485,1_NGS93
H210820549,1_NGS93
H210820554,1_NGS93
H210820590,1_NGS93
H210840136,1_NGS93
H210840522,1_NGS93
H210840553,1_NGS93
H210840556,1_NGS93
H210860052,1_NGS93
H210861063,1_NGS93
RS17004844,1_NGS93
H181680611,1_NGS94
H181840510,1_NGS94
H181980646,1_NGS94
H182280647,1_NGS94
H190560313,1_NGS94
H190560446,1_NGS94
H190680138,1_NGS94
H190680139,1_NGS94
H190780665,1_NGS94
H190880323,1_NGS94
H190880324,1_NGS94
H191060366,1_NGS94
H191060367,1_NGS94
H191060369,1_NGS94
H191160037,1_NGS94
H191480033,1_NGS94
H191480035,1_NGS94
H191760555,1_NGS94
H191760557,1_NGS94
H191760560,1_NGS94
H191760561,1_NGS94
H191880052,1_NGS94
H192280401,1_NGS94
H192280402,1_NGS94
H210680187,1_NGS94
H210680246,1_NGS94
H210700031,1_NGS94
H210720534,1_NGS94
H210720535,1_NGS94
H210720656,1_NGS94
H210760105,1_NGS94
H210760109,1_NGS94
H210760525,1_NGS94
H210760526,1_NGS94
H210760528,1_NGS94
H210780309,1_NGS94
H210780571,1_NGS94
H210780572,1_NGS94
H210781076,1_NGS94
H210781077,1_NGS94
H210781078,1_NGS94
H210781079,1_NGS94
H210781080,1_NGS94
H210781081,1_NGS94
H210781082,1_NGS94
H210781282,1_NGS94
H210800368,1_NGS94
H210800427,1_NGS94
H210820484,1_NGS94
H210820485,1_NGS94
H210820549,1_NGS94
H210820554,1_NGS94
H210820590,1_NGS94
H210840136,1_NGS94
H210840522,1_NGS94
H210840553,1_NGS94
H210860052,1_NGS94
H210861063,1_NGS94
RS17004844,1_NGS94
H210700034,1_NGS95
H210880181,1_NGS95
H210880650,1_NGS95
H210880653,1_NGS95
H210880654,1_NGS95
H210880664,1_NGS95
H210880665,1_NGS95
H210880666,1_NGS95
H210900534,1_NGS95
H210900535,1_NGS95
H210900536,1_NGS95
H210900537,1_NGS95
H210900538,1_NGS95
H210900539,1_NGS95
H210920145,1_NGS95
H210920146,1_NGS95
H210920588,1_NGS95
H210940531,1_NGS95
H210960137,1_NGS95
H210960524,1_NGS95
H210960527,1_NGS95
H210960908,1_NGS95
H210960909,1_NGS95
H210960910,1_NGS95
H210960911,1_NGS95
H210980721,1_NGS95
H210980722,1_NGS95
H210980723,1_NGS95
H210980724,1_NGS95
H210980725,1_NGS95
H210980726,1_NGS95
H210980727,1_NGS95
H210980728,1_NGS95
H211000392,1_NGS95
H211040783,1_NGS95
H211040784,1_NGS95
H211060465,1_NGS95
H211060466,1_NGS95
H211060474,1_NGS95
H211060475,1_NGS95
H211060708,1_NGS95
